"","Participant","Item","Rating","CategoryType"
"883","5a87116c1904200001560982","Heavy.Metal",7,"Value"
"884","5a87116c1904200001560982","Tiger",7,"Natural"
"885","5a87116c1904200001560982","Fork",7,"Artifact"
"886","5a87116c1904200001560982","Scientist",7,"Value"
"887","5a87116c1904200001560982","Helium",7,"Natural"
"888","5a87116c1904200001560982","Kettle",3,"Artifact"
"889","5a87116c1904200001560982","Square",7,"Definite"
"890","5a87116c1904200001560982","Mentor",7,"Value"
"891","5a87116c1904200001560982","Zebra",4,"Natural"
"892","5a87116c1904200001560982","Chair",6,"Artifact"
"893","5a87116c1904200001560982","Argument",4,"Value"
"894","5a87116c1904200001560982","Raccoon",3,"Natural"
"895","5a87116c1904200001560982","Razor",3,"Artifact"
"896","5a87116c1904200001560982","Artist",7,"Value"
"897","5a87116c1904200001560982","Tall",5,"Vague"
"898","5a87116c1904200001560982","Harpoon",6,"Artifact"
"899","5a87116c1904200001560982","Minister",6,"Value"
"900","5a87116c1904200001560982","Gold",4,"Natural"
"901","5a87116c1904200001560982","Gallon",6,"Definite"
"902","5a87116c1904200001560982","Shovel",4,"Artifact"
"903","60199b0a7384e30ddf3a7c55","Water",1,"Natural"
"904","60199b0a7384e30ddf3a7c55","Spicy",6,"Vague"
"905","60199b0a7384e30ddf3a7c55","Heavy.Metal",7,"Value"
"906","60199b0a7384e30ddf3a7c55","Tiger",1,"Natural"
"907","60199b0a7384e30ddf3a7c55","Fork",2,"Artifact"
"908","60199b0a7384e30ddf3a7c55","Scientist",1,"Value"
"909","60199b0a7384e30ddf3a7c55","Helium",1,"Natural"
"910","60199b0a7384e30ddf3a7c55","Kettle",1,"Artifact"
"911","60199b0a7384e30ddf3a7c55","Square",1,"Definite"
"912","60199b0a7384e30ddf3a7c55","Mentor",1,"Value"
"913","60199b0a7384e30ddf3a7c55","Zebra",1,"Natural"
"914","60199b0a7384e30ddf3a7c55","Chair",1,"Artifact"
"915","60199b0a7384e30ddf3a7c55","Argument",7,"Value"
"916","60199b0a7384e30ddf3a7c55","Raccoon",1,"Natural"
"917","60199b0a7384e30ddf3a7c55","Razor",1,"Artifact"
"918","60199b0a7384e30ddf3a7c55","Artist",5,"Value"
"919","60199b0a7384e30ddf3a7c55","Tall",5,"Vague"
"920","60199b0a7384e30ddf3a7c55","Harpoon",1,"Artifact"
"921","60199b0a7384e30ddf3a7c55","Minister",1,"Value"
"922","60199b0a7384e30ddf3a7c55","Gold",1,"Natural"
"923","60199b0a7384e30ddf3a7c55","Gallon",7,"Definite"
"924","60199b0a7384e30ddf3a7c55","Shovel",4,"Artifact"
"925","60a97341861238ce108f9f50","Water",1,"Natural"
"926","60a97341861238ce108f9f50","Spicy",4,"Vague"
"927","60a97341861238ce108f9f50","Heavy.Metal",2,"Value"
"928","60a97341861238ce108f9f50","Tiger",5,"Natural"
"929","60a97341861238ce108f9f50","Fork",3,"Artifact"
"930","60a97341861238ce108f9f50","Scientist",4,"Value"
"931","60a97341861238ce108f9f50","Helium",4,"Natural"
"932","60a97341861238ce108f9f50","Kettle",2,"Artifact"
"933","60a97341861238ce108f9f50","Square",1,"Definite"
"934","60a97341861238ce108f9f50","Mentor",1,"Value"
"935","60a97341861238ce108f9f50","Zebra",1,"Natural"
"936","60a97341861238ce108f9f50","Chair",1,"Artifact"
"937","60a97341861238ce108f9f50","Argument",1,"Value"
"938","60a97341861238ce108f9f50","Raccoon",2,"Natural"
"939","60a97341861238ce108f9f50","Razor",1,"Artifact"
"940","60a97341861238ce108f9f50","Artist",2,"Value"
"941","60a97341861238ce108f9f50","Tall",5,"Vague"
"942","60a97341861238ce108f9f50","Harpoon",1,"Artifact"
"943","60a97341861238ce108f9f50","Minister",2,"Value"
"944","60a97341861238ce108f9f50","Gold",2,"Natural"
"945","60a97341861238ce108f9f50","Gallon",1,"Definite"
"946","60a97341861238ce108f9f50","Shovel",1,"Artifact"
"947","5f566443352f600826449f4b","Water",1,"Natural"
"948","5f566443352f600826449f4b","Spicy",4,"Vague"
"949","5f566443352f600826449f4b","Heavy.Metal",5,"Value"
"950","5f566443352f600826449f4b","Tiger",1,"Natural"
"951","5f566443352f600826449f4b","Fork",4,"Artifact"
"952","5f566443352f600826449f4b","Scientist",4,"Value"
"953","5f566443352f600826449f4b","Helium",1,"Natural"
"954","5f566443352f600826449f4b","Kettle",3,"Artifact"
"955","5f566443352f600826449f4b","Square",1,"Definite"
"956","5f566443352f600826449f4b","Mentor",4,"Value"
"957","5f566443352f600826449f4b","Zebra",1,"Natural"
"958","5f566443352f600826449f4b","Chair",2,"Artifact"
"959","5f566443352f600826449f4b","Argument",1,"Value"
"960","5f566443352f600826449f4b","Raccoon",1,"Natural"
"961","5f566443352f600826449f4b","Razor",2,"Artifact"
"962","5f566443352f600826449f4b","Artist",5,"Value"
"963","5f566443352f600826449f4b","Tall",6,"Vague"
"964","5f566443352f600826449f4b","Harpoon",4,"Artifact"
"965","5f566443352f600826449f4b","Minister",6,"Value"
"966","5f566443352f600826449f4b","Gold",1,"Natural"
"967","5f566443352f600826449f4b","Gallon",1,"Definite"
"968","5f566443352f600826449f4b","Shovel",5,"Artifact"
"969","5ea2cf6f2888de038404188d","Water",1,"Natural"
"970","5ea2cf6f2888de038404188d","Spicy",6,"Vague"
"971","5ea2cf6f2888de038404188d","Heavy.Metal",7,"Value"
"972","5ea2cf6f2888de038404188d","Tiger",6,"Natural"
"973","5ea2cf6f2888de038404188d","Fork",5,"Artifact"
"974","5ea2cf6f2888de038404188d","Scientist",4,"Value"
"975","5ea2cf6f2888de038404188d","Helium",6,"Natural"
"976","5ea2cf6f2888de038404188d","Kettle",3,"Artifact"
"977","5ea2cf6f2888de038404188d","Square",1,"Definite"
"978","5ea2cf6f2888de038404188d","Mentor",1,"Value"
"979","5ea2cf6f2888de038404188d","Zebra",7,"Natural"
"980","5ea2cf6f2888de038404188d","Chair",7,"Artifact"
"981","5ea2cf6f2888de038404188d","Argument",4,"Value"
"982","5ea2cf6f2888de038404188d","Raccoon",5,"Natural"
"983","5ea2cf6f2888de038404188d","Razor",1,"Artifact"
"984","5ea2cf6f2888de038404188d","Artist",7,"Value"
"985","5ea2cf6f2888de038404188d","Tall",5,"Vague"
"986","5ea2cf6f2888de038404188d","Harpoon",6,"Artifact"
"987","5ea2cf6f2888de038404188d","Minister",3,"Value"
"988","5ea2cf6f2888de038404188d","Gold",6,"Natural"
"989","5ea2cf6f2888de038404188d","Gallon",6,"Definite"
"990","5ea2cf6f2888de038404188d","Shovel",6,"Artifact"
"991","5efa455b7a38f2145071c23e","Water",1,"Natural"
"992","5efa455b7a38f2145071c23e","Spicy",4,"Vague"
"993","5efa455b7a38f2145071c23e","Heavy.Metal",6,"Value"
"994","5efa455b7a38f2145071c23e","Tiger",4,"Natural"
"995","5efa455b7a38f2145071c23e","Fork",7,"Artifact"
"996","5efa455b7a38f2145071c23e","Scientist",2,"Value"
"997","5efa455b7a38f2145071c23e","Helium",1,"Natural"
"998","5efa455b7a38f2145071c23e","Kettle",1,"Artifact"
"999","5efa455b7a38f2145071c23e","Square",1,"Definite"
"1000","5efa455b7a38f2145071c23e","Mentor",6,"Value"
"1001","5efa455b7a38f2145071c23e","Zebra",1,"Natural"
"1002","5efa455b7a38f2145071c23e","Chair",1,"Artifact"
"1003","5efa455b7a38f2145071c23e","Argument",6,"Value"
"1004","5efa455b7a38f2145071c23e","Raccoon",1,"Natural"
"1005","5efa455b7a38f2145071c23e","Razor",1,"Artifact"
"1006","5efa455b7a38f2145071c23e","Artist",7,"Value"
"1007","5efa455b7a38f2145071c23e","Tall",7,"Vague"
"1008","5efa455b7a38f2145071c23e","Harpoon",7,"Artifact"
"1009","5efa455b7a38f2145071c23e","Minister",2,"Value"
"1010","5efa455b7a38f2145071c23e","Gold",1,"Natural"
"1011","5efa455b7a38f2145071c23e","Gallon",1,"Definite"
"1012","5efa455b7a38f2145071c23e","Shovel",4,"Artifact"
"1013","62b21a014febc9d365029b79","Water",2,"Natural"
"1014","62b21a014febc9d365029b79","Spicy",4,"Vague"
"1015","62b21a014febc9d365029b79","Heavy.Metal",7,"Value"
"1016","62b21a014febc9d365029b79","Tiger",7,"Natural"
"1017","62b21a014febc9d365029b79","Fork",7,"Artifact"
"1018","62b21a014febc9d365029b79","Scientist",1,"Value"
"1019","62b21a014febc9d365029b79","Helium",5,"Natural"
"1020","62b21a014febc9d365029b79","Kettle",2,"Artifact"
"1021","62b21a014febc9d365029b79","Square",1,"Definite"
"1022","62b21a014febc9d365029b79","Mentor",1,"Value"
"1023","62b21a014febc9d365029b79","Zebra",6,"Natural"
"1024","62b21a014febc9d365029b79","Chair",1,"Artifact"
"1025","62b21a014febc9d365029b79","Argument",1,"Value"
"1026","62b21a014febc9d365029b79","Raccoon",6,"Natural"
"1027","62b21a014febc9d365029b79","Razor",1,"Artifact"
"1028","62b21a014febc9d365029b79","Artist",6,"Value"
"1029","62b21a014febc9d365029b79","Tall",5,"Vague"
"1030","62b21a014febc9d365029b79","Harpoon",1,"Artifact"
"1031","62b21a014febc9d365029b79","Minister",1,"Value"
"1032","62b21a014febc9d365029b79","Gold",5,"Natural"
"1033","62b21a014febc9d365029b79","Gallon",1,"Definite"
"1034","62b21a014febc9d365029b79","Shovel",2,"Artifact"
"1035","603faf859a4ec30978289bb8","Water",2,"Natural"
"1036","603faf859a4ec30978289bb8","Spicy",4,"Vague"
"1037","603faf859a4ec30978289bb8","Heavy.Metal",3,"Value"
"1038","603faf859a4ec30978289bb8","Tiger",3,"Natural"
"1039","603faf859a4ec30978289bb8","Fork",3,"Artifact"
"1040","603faf859a4ec30978289bb8","Scientist",3,"Value"
"1041","603faf859a4ec30978289bb8","Helium",3,"Natural"
"1042","603faf859a4ec30978289bb8","Kettle",3,"Artifact"
"1043","603faf859a4ec30978289bb8","Square",1,"Definite"
"1044","603faf859a4ec30978289bb8","Mentor",3,"Value"
"1045","603faf859a4ec30978289bb8","Zebra",5,"Natural"
"1046","603faf859a4ec30978289bb8","Chair",2,"Artifact"
"1047","603faf859a4ec30978289bb8","Argument",5,"Value"
"1048","603faf859a4ec30978289bb8","Raccoon",5,"Natural"
"1049","603faf859a4ec30978289bb8","Razor",3,"Artifact"
"1050","603faf859a4ec30978289bb8","Artist",5,"Value"
"1051","603faf859a4ec30978289bb8","Tall",6,"Vague"
"1052","603faf859a4ec30978289bb8","Harpoon",4,"Artifact"
"1053","603faf859a4ec30978289bb8","Minister",4,"Value"
"1054","603faf859a4ec30978289bb8","Gold",3,"Natural"
"1055","603faf859a4ec30978289bb8","Gallon",1,"Definite"
"1056","603faf859a4ec30978289bb8","Shovel",4,"Artifact"
"1057","60aad516e34718d318bfb44d","Water",1,"Natural"
"1058","60aad516e34718d318bfb44d","Spicy",4,"Vague"
"1059","60aad516e34718d318bfb44d","Heavy.Metal",5,"Value"
"1060","60aad516e34718d318bfb44d","Tiger",2,"Natural"
"1061","60aad516e34718d318bfb44d","Fork",2,"Artifact"
"1062","60aad516e34718d318bfb44d","Scientist",4,"Value"
"1063","60aad516e34718d318bfb44d","Helium",1,"Natural"
"1064","60aad516e34718d318bfb44d","Kettle",1,"Artifact"
"1065","60aad516e34718d318bfb44d","Square",1,"Definite"
"1066","60aad516e34718d318bfb44d","Mentor",4,"Value"
"1067","60aad516e34718d318bfb44d","Zebra",1,"Natural"
"1068","60aad516e34718d318bfb44d","Chair",2,"Artifact"
"1069","60aad516e34718d318bfb44d","Argument",3,"Value"
"1070","60aad516e34718d318bfb44d","Raccoon",1,"Natural"
"1071","60aad516e34718d318bfb44d","Razor",1,"Artifact"
"1072","60aad516e34718d318bfb44d","Artist",5,"Value"
"1073","60aad516e34718d318bfb44d","Tall",6,"Vague"
"1074","60aad516e34718d318bfb44d","Harpoon",1,"Artifact"
"1075","60aad516e34718d318bfb44d","Minister",2,"Value"
"1076","60aad516e34718d318bfb44d","Gold",1,"Natural"
"1077","60aad516e34718d318bfb44d","Gallon",2,"Definite"
"1078","60aad516e34718d318bfb44d","Shovel",1,"Artifact"
"1079","5eb58ac5307b420a604cb4cf","Water",3,"Natural"
"1080","5eb58ac5307b420a604cb4cf","Spicy",4,"Vague"
"1081","5eb58ac5307b420a604cb4cf","Heavy.Metal",3,"Value"
"1082","5eb58ac5307b420a604cb4cf","Tiger",5,"Natural"
"1083","5eb58ac5307b420a604cb4cf","Fork",4,"Artifact"
"1084","5eb58ac5307b420a604cb4cf","Scientist",2,"Value"
"1085","5eb58ac5307b420a604cb4cf","Helium",2,"Natural"
"1086","5eb58ac5307b420a604cb4cf","Kettle",4,"Artifact"
"1087","5eb58ac5307b420a604cb4cf","Square",1,"Definite"
"1088","5eb58ac5307b420a604cb4cf","Mentor",2,"Value"
"1089","5eb58ac5307b420a604cb4cf","Zebra",5,"Natural"
"1090","5eb58ac5307b420a604cb4cf","Chair",2,"Artifact"
"1091","5eb58ac5307b420a604cb4cf","Argument",4,"Value"
"1092","5eb58ac5307b420a604cb4cf","Raccoon",4,"Natural"
"1093","5eb58ac5307b420a604cb4cf","Razor",2,"Artifact"
"1094","5eb58ac5307b420a604cb4cf","Artist",5,"Value"
"1095","5eb58ac5307b420a604cb4cf","Tall",5,"Vague"
"1096","5eb58ac5307b420a604cb4cf","Harpoon",4,"Artifact"
"1097","5eb58ac5307b420a604cb4cf","Minister",2,"Value"
"1098","5eb58ac5307b420a604cb4cf","Gold",3,"Natural"
"1099","5eb58ac5307b420a604cb4cf","Gallon",2,"Definite"
"1100","5eb58ac5307b420a604cb4cf","Shovel",3,"Artifact"
