"","Participant","Item","Selection","CategoryType"
"835","627e79a6e1f2b10601861ca6","Kettle","Is not","Artifact"
"836","627e79a6e1f2b10601861ca6","Mentor","Is not","Value"
"837","627e79a6e1f2b10601861ca6","Zebra","Both","Natural"
"838","627e79a6e1f2b10601861ca6","Chair","Is not","Artifact"
"839","627e79a6e1f2b10601861ca6","Argument","Is not","Value"
"840","627e79a6e1f2b10601861ca6","Raccoon","Both","Natural"
"841","627e79a6e1f2b10601861ca6","Razor","Both","Artifact"
"842","627e79a6e1f2b10601861ca6","Artist","Is not","Value"
"843","627e79a6e1f2b10601861ca6","Harpoon","Is not","Artifact"
"844","627e79a6e1f2b10601861ca6","Minister","Is not","Value"
"845","627e79a6e1f2b10601861ca6","Gold","Is not","Natural"
"846","627e79a6e1f2b10601861ca6","Shovel","Both","Artifact"
"847","600713a1ef06551629886703","Water","Is not","Natural"
"848","600713a1ef06551629886703","Heavy.Metal","Both","Value"
"849","600713a1ef06551629886703","Tiger","Both","Natural"
"850","600713a1ef06551629886703","Fork","Is not","Artifact"
"851","600713a1ef06551629886703","Scientist","Both","Value"
"852","600713a1ef06551629886703","Helium","Is","Natural"
"853","600713a1ef06551629886703","Kettle","Is not","Artifact"
"854","600713a1ef06551629886703","Mentor","Is not","Value"
"855","600713a1ef06551629886703","Zebra","Both","Natural"
"856","600713a1ef06551629886703","Chair","Both","Artifact"
"857","600713a1ef06551629886703","Argument","Is not","Value"
"858","600713a1ef06551629886703","Raccoon","Is","Natural"
"859","600713a1ef06551629886703","Razor","Is not","Artifact"
"860","600713a1ef06551629886703","Artist","Is","Value"
"861","600713a1ef06551629886703","Harpoon","Is not","Artifact"
"862","600713a1ef06551629886703","Minister","Is not","Value"
"863","600713a1ef06551629886703","Gold","Is","Natural"
"864","600713a1ef06551629886703","Shovel","Both","Artifact"
